the_geom,start_station_longitude,tripduration,starttime,stoptime,start_station_id,start_station_name,start_station_latitude,cartodb_id,end_station_id,end_station_name,end_station_latitude,end_station_longitude,bikeid,usertype,birth_year,gender
,-73.98672378,208,2/1/2015 1:52,2/1/2015 1:55,237,E 11 St & 2 Ave,40.73047309,140,432,E 7 St & Avenue A,40.72621788,-73.98379855,17886,Subscriber,1985,1
,-74.00859207,1122,2/1/2015 1:54,2/1/2015 2:13,238,Bank St & Washington St,40.7361967,141,251,Mott St & Prince St,40.72317958,-73.99480012,14833,Subscriber,1973,1
,-74.00297088,428,2/1/2015 1:54,2/1/2015 2:02,128,MacDougal St & Prince St,40.72710258,142,312,Allen St & E Houston St,40.722055,-73.989111,21462,Subscriber,1983,1
,-73.98997825,221,2/1/2015 1:55,2/1/2015 1:59,401,Allen St & Rivington St,40.72019576,143,428,E 3 St & 1 Ave,40.72467721,-73.98783413,15713,Subscriber,1981,1
,-73.99906065,1790,2/1/2015 1:57,2/1/2015 2:27,336,Sullivan St & Washington Sq,40.73047747,144,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,18051,Subscriber,1993,1
,-73.963198,999,2/1/2015 1:58,2/1/2015 2:14,2002,Wythe Ave & Metropolitan Ave,40.716887,145,307,Canal St & Rutgers St,40.71427487,-73.98990025,17365,Subscriber,1966,1
,-73.989111,651,2/1/2015 2:06,2/1/2015 2:17,312,Allen St & E Houston St,40.722055,146,358,Christopher St & Greenwich St,40.73291553,-74.00711384,14878,Subscriber,1983,1
,-73.98915076,477,2/1/2015 2:07,2/1/2015 2:15,444,Broadway & W 24 St,40.7423543,147,482,W 15 St & 7 Ave,40.73935542,-73.99931783,14769,Subscriber,1989,2
,-73.98997825,1490,2/1/2015 2:12,2/1/2015 2:37,401,Allen St & Rivington St,40.72019576,148,401,Allen St & Rivington St,40.72019576,-73.98997825,17661,Subscriber,1973,2
,-73.99415556,859,2/1/2015 2:12,2/1/2015 2:26,435,W 21 St & 6 Ave,40.74173969,149,488,W 39 St & 9 Ave,40.75645824,-73.99372222,19513,Subscriber,1967,1
,-73.99069656,667,2/1/2015 2:12,2/1/2015 2:23,403,E 2 St & 2 Ave,40.72502876,150,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,17122,Subscriber,1989,1
,-73.99404649,505,2/1/2015 2:13,2/1/2015 2:21,335,Washington Pl & Broadway,40.72903917,151,503,E 20 St & Park Ave,40.73827428,-73.98751968,15586,Subscriber,1988,1
,-73.98191841,565,2/1/2015 2:14,2/1/2015 2:23,499,Broadway & W 60 St,40.76915505,152,228,E 48 St & 3 Ave,40.7546011,-73.97187886,18872,Subscriber,1964,1
,-73.99612349,505,2/1/2015 2:14,2/1/2015 2:22,157,Henry St & Atlantic Ave,40.69089272,153,83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,14712,Subscriber,1985,1
,-73.98672378,290,2/1/2015 2:14,2/1/2015 2:19,237,E 11 St & 2 Ave,40.73047309,154,312,Allen St & E Houston St,40.722055,-73.989111,17925,Subscriber,1988,1
,-74.00550867,1457,2/1/2015 2:16,2/1/2015 2:40,404,9 Ave & W 14 St,40.7405826,155,447,8 Ave & W 52 St,40.76370739,-73.9851615,19794,Customer,,0
,-73.98765428,489,2/1/2015 2:16,2/1/2015 2:24,267,Broadway & W 36 St,40.75097711,156,448,W 37 St & 10 Ave,40.75660359,-73.9979009,18984,Subscriber,1981,1
,-73.9851615,1281,2/1/2015 2:19,2/1/2015 2:40,447,8 Ave & W 52 St,40.76370739,157,293,Lafayette St & E 8 St,40.73028666,-73.9907647,19834,Subscriber,1976,1
,-73.98185424,206,2/1/2015 2:19,2/1/2015 2:22,317,E 6 St & Avenue B,40.72453734,158,511,E 14 St & Avenue B,40.72938685,-73.97772429,18043,Customer,,0
,-73.97706058,497,2/1/2015 2:21,2/1/2015 2:29,528,2 Ave & E 31 St,40.74290902,159,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,18299,Subscriber,1982,1
,-73.98142006,290,2/1/2015 2:22,2/1/2015 2:27,445,E 10 St & Avenue A,40.72740794,160,439,E 4 St & 2 Ave,40.7262807,-73.98978041,21117,Subscriber,1983,1
,-73.99074142,169,2/1/2015 2:22,2/1/2015 2:25,285,Broadway & E 14 St,40.73454567,161,237,E 11 St & 2 Ave,40.73047309,-73.98672378,18100,Subscriber,1990,1
,-73.98194829,264,2/1/2015 2:23,2/1/2015 2:28,472,E 32 St & Park Ave,40.7457121,162,507,E 25 St & 2 Ave,40.73912601,-73.97973776,20353,Subscriber,1985,1
,-73.99720307,763,2/1/2015 2:25,2/1/2015 2:38,151,Cleveland Pl & Spring St,40.7218158,163,476,E 31 St & 3 Ave,40.74394314,-73.97966069,21554,Subscriber,1980,1
,-73.97973776,231,2/1/2015 2:28,2/1/2015 2:32,507,E 25 St & 2 Ave,40.73912601,164,237,E 11 St & 2 Ave,40.73047309,-73.98672378,20353,Subscriber,1985,1
,-74.00297088,224,2/1/2015 2:28,2/1/2015 2:32,128,MacDougal St & Prince St,40.72710258,165,250,Lafayette St & Jersey St,40.72456089,-73.99565293,15715,Subscriber,1985,1
,-74.00297088,521,2/1/2015 2:29,2/1/2015 2:38,128,MacDougal St & Prince St,40.72710258,166,276,Duane St & Greenwich St,40.71748752,-74.0104554,15023,Subscriber,1965,1
,-73.98205027,350,2/1/2015 2:33,2/1/2015 2:39,461,E 20 St & 2 Ave,40.73587678,167,476,E 31 St & 3 Ave,40.74394314,-73.97966069,20191,Subscriber,1991,1
,-73.98848395,417,2/1/2015 2:39,2/1/2015 2:46,505,6 Ave & W 33 St,40.74901271,168,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,18130,Subscriber,1967,1
,-73.98713956,151,2/1/2015 2:40,2/1/2015 2:42,236,St Marks Pl & 2 Ave,40.7284186,169,439,E 4 St & 2 Ave,40.7262807,-73.98978041,19545,Subscriber,1993,1
,-73.9907647,1859,2/1/2015 2:41,2/1/2015 3:12,293,Lafayette St & E 8 St,40.73028666,170,373,Willoughby Ave & Walworth St,40.69331716,-73.95381995,19834,Subscriber,1976,1
,-73.99200509,473,2/1/2015 2:45,2/1/2015 2:53,382,University Pl & E 14 St,40.73492695,172,358,Christopher St & Greenwich St,40.73291553,-74.00711384,19473,Subscriber,1995,1
,-73.99481051,783,2/1/2015 2:46,2/1/2015 2:59,521,8 Ave & W 31 St,40.75044999,173,300,Shevchenko Pl & E 7 St,40.728145,-73.990214,17606,Subscriber,1986,1
,-73.9907647,310,2/1/2015 2:48,2/1/2015 2:53,293,Lafayette St & E 8 St,40.73028666,174,317,E 6 St & Avenue B,40.72453734,-73.98185424,20011,Subscriber,1968,1
,-73.99565293,400,2/1/2015 2:49,2/1/2015 2:56,250,Lafayette St & Jersey St,40.72456089,175,410,Suffolk St & Stanton St,40.72066442,-73.98517977,20910,Subscriber,1976,2
,-74.00176802,198,2/1/2015 2:51,2/1/2015 2:54,489,10 Ave & W 28 St,40.75066386,176,521,8 Ave & W 31 St,40.75044999,-73.99481051,19705,Subscriber,1990,1
,-73.98808416,561,2/1/2015 2:52,2/1/2015 3:01,498,Broadway & W 32 St,40.74854862,177,478,11 Ave & W 41 St,40.76030096,-73.99884222,17010,Subscriber,1977,1
,-73.98409214,413,2/1/2015 2:57,2/1/2015 3:03,537,Lexington Ave & E 24 St,40.74025878,178,433,E 13 St & Avenue A,40.72955361,-73.98057249,16235,Subscriber,1988,1
,-73.9900262,668,2/1/2015 3:00,2/1/2015 3:11,477,W 41 St & 8 Ave,40.75640548,179,528,2 Ave & E 31 St,40.74290902,-73.97706058,17881,Subscriber,1992,2
,-73.97668709,788,2/1/2015 3:05,2/1/2015 3:18,411,E 6 St & Avenue D,40.72228087,180,531,Forsyth St & Broome St,40.71893904,-73.99266288,16202,Subscriber,1954,1
,-74.00550867,355,2/1/2015 3:05,2/1/2015 3:11,404,9 Ave & W 14 St,40.7405826,181,127,Barrow St & Hudson St,40.73172428,-74.00674436,14589,Subscriber,1989,1
,-73.9900262,469,2/1/2015 3:06,2/1/2015 3:14,477,W 41 St & 8 Ave,40.75640548,182,160,E 37 St & Lexington Ave,40.748238,-73.978311,14937,Subscriber,1985,1
,-73.98165557,251,2/1/2015 3:11,2/1/2015 3:16,504,1 Ave & E 15 St,40.73221853,183,507,E 25 St & 2 Ave,40.73912601,-73.97973776,16301,Subscriber,1983,1
,-73.99565293,422,2/1/2015 3:19,2/1/2015 3:26,250,Lafayette St & Jersey St,40.72456089,184,150,E 2 St & Avenue C,40.7208736,-73.98085795,14837,Subscriber,1980,1
,-73.99810231,383,2/1/2015 3:21,2/1/2015 3:27,161,LaGuardia Pl & W 3 St,40.72917025,185,223,W 13 St & 7 Ave,40.73781509,-73.99994661,14631,Subscriber,1981,2
,-73.98602213,145,2/1/2015 3:23,2/1/2015 3:25,491,E 24 St & Park Ave S,40.74096374,186,546,E 30 St & Park Ave S,40.74444921,-73.98303529,18287,Subscriber,1984,1
,-73.98848395,974,2/1/2015 3:26,2/1/2015 3:43,505,6 Ave & W 33 St,40.74901271,187,2004,6 Ave & Broome St,40.724399,-74.004704,14574,Subscriber,1985,2
,-73.98564945,167,2/1/2015 3:26,2/1/2015 3:29,438,St Marks Pl & 1 Ave,40.72779126,188,504,1 Ave & E 15 St,40.73221853,-73.98165557,16436,Subscriber,1984,2
,-73.99915362,738,2/1/2015 3:28,2/1/2015 3:41,453,W 22 St & 8 Ave,40.74475148,189,300,Shevchenko Pl & E 7 St,40.728145,-73.990214,18573,Subscriber,1987,1
,-74.00263761,398,2/1/2015 3:28,2/1/2015 3:35,284,Greenwich Ave & 8 Ave,40.73901691,190,285,Broadway & E 14 St,40.73454567,-73.99074142,19040,Subscriber,1977,1
,-73.98194829,148,2/1/2015 3:29,2/1/2015 3:32,472,E 32 St & Park Ave,40.7457121,191,472,E 32 St & Park Ave,40.7457121,-73.98194829,20727,Subscriber,1982,1
,-73.98889957,585,2/1/2015 3:32,2/1/2015 3:41,483,E 12 St & 3 Ave,40.73223272,192,268,Howard St & Centre St,40.71910537,-73.99973337,21046,Subscriber,1994,1
,-73.95004798,366,2/1/2015 3:33,2/1/2015 3:39,437,Macon St & Nostrand Ave,40.68098339,193,344,Monroe St & Bedford Ave,40.6851443,-73.95380904,17284,Subscriber,1984,1
,-73.97995466,401,2/1/2015 3:39,2/1/2015 3:46,393,E 5 St & Avenue C,40.72299208,194,403,E 2 St & 2 Ave,40.72502876,-73.99069656,20358,Subscriber,1983,1
,-74.00366443,232,2/1/2015 3:41,2/1/2015 3:44,434,9 Ave & W 18 St,40.74317449,195,494,W 26 St & 8 Ave,40.74734825,-73.99723551,17751,Subscriber,1975,1
,-73.9912551,412,2/1/2015 3:42,2/1/2015 3:49,479,9 Ave & W 45 St,40.76019252,196,267,Broadway & W 36 St,40.75097711,-73.98765428,15185,Subscriber,1988,1
,-73.99931783,445,2/1/2015 3:44,2/1/2015 3:52,482,W 15 St & 7 Ave,40.73935542,197,504,1 Ave & E 15 St,40.73221853,-73.98165557,18968,Subscriber,1990,1
,-73.97772429,861,2/1/2015 3:45,2/1/2015 4:00,511,E 14 St & Avenue B,40.72938685,198,335,Washington Pl & Broadway,40.72903917,-73.99404649,17927,Subscriber,1972,1
,-73.97648516,339,2/1/2015 3:47,2/1/2015 3:53,520,W 52 St & 5 Ave,40.75992262,199,153,E 40 St & 5 Ave,40.75206231,-73.9816324,17389,Subscriber,1963,1
